,set,spectral_centroid,rolloff,zecr,flux
279,2,2896.0,5961.8,1900.9,30.149
280,2,3090.3,6530.5,1702.5,22.628
281,2,1412.8,3007.2,594.04,15.34
282,2,2197.5,4606.1,1249.5,15.947
283,2,2223.0,4692.0,1228.6,17.385
284,2,2002.2,3972.5,1154.7,10.678
285,2,2524.9,5399.9,1398.1,17.468
286,2,1949.6,4120.1,897.59,12.527
287,2,2239.9,4972.1,967.1,16.438
288,2,2621.4,5389.4,1666.4,22.184
289,2,2468.3,5149.2,1308.8,18.444
290,2,2191.4,4777.4,1145.6,18.728
291,2,2504.6,5159.9,1483.6,20.965
292,2,2168.7,5396.8,810.06,18.712
293,2,2962.1,6035.0,1663.2,11.355
294,2,1717.6,3902.5,607.74,13.819
295,2,2657.2,5269.6,1718.4,19.916
296,2,1690.8,3370.9,912.66,20.071
297,2,2501.2,5560.6,1309.5,20.286
298,2,2342.8,5018.6,1108.0,18.844
299,2,1897.8,3607.6,1128.2,24.928
300,3,2049.0,4220.3,993.8,24.209
301,3,3093.0,6223.2,2070.9,31.741
302,3,3279.7,7674.2,1666.1,25.583
303,3,2757.3,5695.5,1626.5,34.517
304,3,3127.4,6797.9,1855.3,19.808
305,3,2551.6,5114.7,1579.1,36.07
306,3,2743.0,5308.3,1808.1,35.373
307,3,2808.9,5639.0,1551.8,26.941
308,3,2652.0,5214.3,1793.6,34.372
309,3,2778.4,5513.9,1894.6,22.11
310,3,2753.6,5629.8,1658.0,42.495
311,3,2925.4,6455.4,1438.0,29.688
312,3,2531.9,5288.5,1434.0,29.042
313,3,3212.2,6906.7,1756.4,31.251
314,3,2903.3,6169.5,1722.3,29.497
315,3,2178.1,4802.2,1014.7,34.35
316,3,2358.1,4966.3,1254.3,33.525
317,3,2408.2,4996.2,1334.9,20.654
318,3,2894.5,6499.9,1582.5,25.533
319,3,1990.8,3863.7,1160.4,25.488
320,3,1954.2,3988.6,1144.8,19.702
321,3,2965.1,6834.0,1369.7,18.699
322,3,3394.8,7433.7,1916.8,23.495
323,3,2949.3,6445.9,1676.7,31.089
324,3,2471.2,5136.5,1339.3,23.999
325,3,2163.0,4497.5,1098.5,17.483
326,3,2730.9,6003.4,1469.7,23.247
327,3,2547.9,5541.0,1111.3,21.29
328,3,3421.7,7317.3,2164.7,32.156
329,3,2888.3,6356.3,1527.4,26.017
330,3,2992.0,6583.0,1654.7,31.952
331,3,3057.2,6350.4,1901.3,20.742
332,3,2271.7,4515.9,1350.5,18.984
333,3,2285.4,4675.5,1368.5,25.973
334,3,3430.7,7539.8,1984.3,20.914
335,3,3214.7,7133.2,1924.9,26.484
336,3,3135.7,6793.8,1772.1,29.148
337,3,3422.4,7466.3,2080.8,29.703
338,3,3067.1,6521.8,1850.4,19.613
339,3,2114.8,4429.8,1116.3,17.87
340,3,2462.0,5088.6,1391.1,25.972
341,3,1576.5,3168.5,611.34,23.508
342,3,2263.2,4549.1,1327.5,22.675
343,3,2697.2,5707.9,1491.2,29.22
344,3,2181.2,4275.8,1215.4,24.711
345,3,2065.9,4298.8,1216.1,23.649
346,3,2143.1,4609.8,1261.4,19.908
347,3,1608.3,2968.6,977.23,5.5739
348,3,2455.2,4691.9,1694.3,19.063
349,3,2278.5,4664.1,1475.3,35.297
350,3,2253.3,4719.7,1417.1,29.045
351,3,2524.9,5104.6,1728.1,20.229
352,3,2497.4,4843.8,1867.5,23.828
353,3,2841.0,5941.2,1695.3,30.009
354,3,2409.5,5178.0,1261.0,9.4816
355,3,2001.9,4171.0,1226.4,20.359
356,3,1653.7,3529.2,853.07,12.912
357,3,1828.9,3847.8,1018.1,13.678
358,3,2094.4,4433.4,1203.8,22.435
359,3,2100.6,4388.6,1191.0,21.28
360,3,1858.2,3940.0,1036.2,19.283
361,3,2298.6,5030.7,1268.7,28.602
362,3,2275.8,4693.0,1402.5,27.117
363,3,2384.5,5423.6,1107.8,43.763
364,3,1861.7,4277.5,719.06,12.593
365,3,1741.7,3878.7,837.2,33.321
366,3,2336.5,4797.9,1508.0,31.639
367,3,2406.5,4944.0,1568.2,15.776
368,3,2754.4,5764.5,1774.0,18.524
369,3,1821.6,4192.3,926.23,19.174
370,3,2335.4,4910.1,1479.0,21.087
371,3,2690.2,5752.4,1728.5,17.45
372,3,2779.2,5273.4,2044.5,15.16
373,3,2710.7,5614.8,1934.2,18.335
374,3,2547.3,5331.0,1652.4,32.276
375,3,2530.9,5507.1,1433.9,19.573
376,3,2139.3,4288.6,1335.6,22.252
377,3,2161.4,4572.2,1289.2,34.687
378,3,2042.3,4466.2,1055.0,10.81
379,3,2118.3,4609.3,1097.9,13.908
380,3,1984.1,4556.4,935.2,9.9339
381,3,2229.8,4565.0,1318.1,12.681
382,3,2355.2,4964.9,1500.4,32.776
383,3,1902.4,4154.6,998.07,15.989
384,3,2388.5,4571.1,1662.2,11.782
385,3,2928.6,6355.5,1745.2,17.51
386,3,1758.3,3571.4,1055.3,28.743
387,3,2029.0,4243.8,1115.4,20.018
388,3,2134.5,4188.3,1437.5,21.06
389,3,2004.4,4132.8,1241.3,17.314
390,3,2473.1,5191.3,1586.1,17.687
391,3,1882.1,3857.4,1016.9,28.546
392,3,2306.4,4978.1,1307.9,17.008
393,3,2292.9,4589.4,1503.0,28.355
394,3,2059.8,4739.3,1032.3,16.526
395,3,2299.9,4645.7,1335.4,16.699
396,3,2283.0,4631.1,1481.3,16.36
397,3,2528.9,5668.3,1326.9,16.856
398,3,2226.3,4904.7,1250.0,22.199
399,3,2226.3,4904.7,1250.0,22.199
400,4,1472.5,2584.0,1067.5,4.1981
401,4,1341.2,2240.9,963.6,2.6905
402,4,1459.5,2656.2,987.48,5.3923
403,4,1501.2,2794.9,1183.3,2.7526
404,4,1660.2,3003.6,1243.4,4.8605
405,4,1372.5,2666.0,827.92,5.3642
406,4,1312.2,2555.9,775.16,3.508
407,4,1316.3,2508.6,812.68,4.8025
408,4,1452.2,2807.0,873.68,3.9125
409,4,1170.6,2369.7,607.91,2.406
410,4,1462.0,2734.4,959.26,3.6652
411,4,938.43,1615.6,666.63,2.142
412,4,1143.5,2032.5,729.08,3.0547
413,4,1316.6,2394.4,880.62,3.8891
414,4,1210.0,2199.2,738.54,3.7394
415,4,1301.6,2428.2,807.19,1.3336
416,4,986.78,1705.5,514.15,0.89697
417,4,1311.0,2264.9,886.29,5.2022
418,4,1128.8,2054.8,777.02,1.8494
419,4,1142.1,2127.0,619.83,1.1194
420,4,1179.6,2165.1,772.02,4.8982
421,4,1308.4,2395.3,860.35,6.3542
422,4,1162.1,2090.3,743.01,6.0925
423,4,923.83,1668.3,490.06,1.9081
424,4,1204.2,2147.3,788.0,8.1496
425,4,1149.3,2020.3,751.2,8.866
426,4,1220.0,2051.8,882.01,4.6374
427,4,876.56,1348.8,585.72,3.1382
428,4,1283.0,2279.3,896.11,8.1707
429,4,1514.4,2788.6,1028.1,5.8299
430,4,1188.0,2195.6,678.59,3.3272
431,4,824.4,1367.5,428.55,3.9493
432,4,781.75,1142.2,395.73,0.92014
433,4,1102.2,2047.0,578.34,1.4616
434,4,1301.3,2469.0,811.59,4.4531
435,4,1005.5,1744.9,642.72,6.1579
436,4,1188.0,2168.2,620.12,1.5503
437,4,1458.1,2672.0,996.3,5.234
438,4,1292.2,2355.0,844.22,6.4372
439,4,1571.9,2922.6,1169.4,1.8465
440,4,1342.2,2448.5,790.99,2.5348
441,4,1324.1,2380.3,862.84,2.7239
442,4,1279.7,2074.0,1034.3,14.148
443,4,1018.8,1513.6,553.58,8.5789
444,4,1156.1,1964.0,772.71,1.6738
445,4,1139.7,1839.5,681.55,15.19
446,4,1816.8,3461.8,1207.5,18.566
447,4,1142.8,1985.0,728.36,1.1497
448,4,1464.2,2672.8,948.4,21.734
449,4,2098.9,4150.0,1199.7,17.971
450,4,1110.6,2150.3,531.28,1.1271
451,4,1475.9,2896.1,689.19,13.755
452,4,2349.9,4787.0,1401.1,9.6388
453,4,1399.1,2567.0,960.8,16.466
454,4,1607.7,2726.8,1264.8,29.247
455,4,1028.7,1612.8,634.64,1.022
456,4,1580.9,2947.4,1072.4,23.14
457,4,1681.7,3082.0,1063.3,2.1943
458,4,1102.2,1715.3,882.12,2.6268
459,4,1490.4,2694.3,1025.7,9.5832
460,4,1727.2,3172.2,1146.0,9.8371
461,4,1297.9,2370.2,845.47,6.3602
462,4,1341.8,2421.0,788.76,5.4607
463,4,694.83,799.13,395.51,2.0612
464,4,1013.6,1422.2,453.28,1.0638
465,4,839.91,1062.8,532.14,3.406
466,4,796.77,992.77,496.51,3.2809
467,4,1012.1,1644.8,488.06,3.445
468,4,1457.2,2543.1,1044.1,5.912
469,4,1270.6,2213.4,855.4,2.6798
470,4,1284.2,2324.8,782.26,3.6204
471,4,1319.3,2414.6,826.43,5.3239
472,4,1225.4,2311.1,702.58,2.4248
473,4,1173.4,1982.7,779.96,4.467
474,4,1277.5,2354.3,779.76,4.4055
475,4,1092.4,1995.2,653.36,1.6935
476,4,1281.2,2357.6,798.37,6.8115
477,4,840.06,1243.3,511.64,1.9551
478,4,755.96,1072.8,427.41,0.69692
479,4,840.46,1192.1,558.26,2.2356
480,4,954.97,1787.2,308.23,0.68389
481,4,1162.4,2016.3,670.95,1.9757
482,4,1401.3,2440.6,971.33,5.1875
483,4,874.62,1408.2,558.62,3.9935
484,4,1003.0,1716.9,628.66,3.0309
485,4,1502.4,2654.5,1019.5,6.2701
486,4,1319.6,2370.5,847.58,4.724
487,4,902.85,1493.8,561.53,2.6569
488,4,1288.3,2278.5,790.36,4.1803
489,4,2353.0,4081.6,1841.8,5.1056
490,4,2026.0,3757.4,1659.2,2.9449
491,4,2053.7,3796.4,1672.3,5.0663
492,4,1794.6,2890.9,1475.0,6.9458
493,4,1601.6,2671.9,1194.8,9.6981
494,4,1360.2,2757.7,741.68,1.7473
495,4,1758.1,3249.4,1369.5,1.7858
496,4,1831.8,3388.9,1305.1,7.243
497,4,1432.6,2596.4,921.81,4.028
498,4,1867.4,3573.5,1350.6,3.5895
499,4,1492.3,3152.1,878.35,1.6385
