,set,spectral_centroid,rolloff,zecr,flux
60,0,280.84,613.89,201.79,5.5145
61,0,187.0,390.56,154.76,2.8339
62,0,165.54,340.44,158.72,6.9833
63,0,196.5,536.89,117.54,2.0774
64,0,406.8,818.91,410.56,7.1904
65,0,244.5,766.01,198.3,3.7302
66,0,265.54,706.98,198.94,6.5857
67,0,304.62,679.75,296.84,3.2166
68,0,248.84,545.51,272.89,5.6497
69,0,109.53,223.54,103.28,3.0476
70,0,399.08,785.54,401.99,6.7919
71,0,304.62,679.75,296.84,3.2166
72,0,328.13,770.87,313.51,9.4647
73,0,251.92,618.49,247.53,10.332
74,0,369.71,862.06,286.66,4.989
75,0,305.6,660.56,310.24,2.8087
76,0,262.9,651.1,216.38,4.1259
77,0,320.78,613.53,389.6,8.0168
78,0,248.43,576.8,272.81,4.3766
79,0,254.19,560.52,211.89,2.046
80,0,401.58,844.19,328.18,4.2966
81,0,208.9,522.52,149.41,3.2003
82,0,413.2,803.55,310.44,8.9784
83,0,231.29,549.55,156.83,5.3522
84,0,694.62,1625.0,473.89,3.452
85,0,251.57,626.21,200.62,5.2636
86,0,244.63,579.27,272.01,1.6766
87,0,281.21,638.27,240.32,4.0716
88,0,286.33,593.81,338.77,7.2162
89,0,375.1,831.3,349.43,5.7949
90,0,283.2,644.39,242.74,4.249
91,0,266.46,605.89,287.16,5.1706
92,0,519.08,1189.7,318.57,8.3355
93,0,252.2,636.26,170.41,3.2072
94,0,354.9,986.94,244.09,9.3857
95,0,310.84,734.85,224.64,5.1915
96,0,351.84,886.11,176.26,4.125
97,0,304.92,564.37,375.81,2.8402
98,0,397.07,793.21,354.59,6.29
99,0,281.26,828.27,242.86,1.8524
100,1,449.27,964.47,334.21,4.8316
101,1,307.34,730.3,237.9,1.8466
102,1,270.52,472.1,257.24,2.7761
103,1,230.96,449.65,127.98,4.4779
104,1,180.15,419.24,182.01,1.9763
105,1,327.18,911.06,153.86,3.7974
106,1,246.24,497.26,153.88,1.5686
107,1,147.44,284.8,175.38,1.3704
108,1,144.84,247.18,181.56,2.5404
109,1,103.0,207.38,86.742,0.83334
110,1,210.27,467.82,127.96,1.6519
111,1,139.86,310.56,140.9,1.1855
112,1,114.88,307.8,92.768,0.45191
113,1,115.01,311.31,83.7,1.1184
114,1,212.93,409.5,204.21,0.71584
115,1,149.95,369.83,112.89,1.3594
116,1,215.63,399.08,217.28,0.97674
117,1,386.95,914.16,293.47,1.4398
118,1,155.94,353.71,133.41,0.77427
119,1,97.491,247.52,125.47,0.66595
120,1,87.234,244.5,99.828,0.51439
121,1,479.93,850.14,563.12,0.9781
122,1,165.94,499.27,111.42,0.45454
123,1,296.22,662.8,199.23,1.8957
124,1,378.58,859.21,312.6,1.7884
125,1,207.57,518.98,181.02,2.5744
126,1,456.39,943.52,477.36,0.54246
127,1,131.37,341.13,125.3,0.85679
128,1,156.38,417.53,110.08,0.97946
129,1,206.58,412.08,180.66,0.64229
130,1,278.42,481.85,393.72,0.75139
131,1,181.24,392.38,195.63,0.78338
132,1,266.79,688.57,190.22,1.1186
133,1,94.959,223.97,79.844,1.1861
134,1,192.83,326.11,202.36,2.3831
135,1,97.907,301.26,57.774,2.0209
136,1,191.06,359.73,266.53,1.7949
137,1,68.94,196.31,76.377,1.6369
138,1,101.22,292.9,120.2,1.4033
139,1,171.73,435.84,142.38,1.7169
140,1,149.65,381.05,110.55,1.8423
141,1,226.62,421.83,280.69,3.3926
142,1,178.35,468.64,150.23,3.0111
143,1,145.32,338.22,151.52,1.9202
144,1,108.77,199.08,102.27,1.0873
145,1,94.647,268.36,83.796,2.0628
146,1,97.247,231.44,105.72,2.4697
147,1,205.09,437.14,189.56,1.0641
148,1,137.42,311.07,123.62,0.99294
149,1,353.5,978.69,207.4,2.5786
150,1,239.43,540.06,175.28,3.2422
151,1,96.7,226.38,79.301,1.1861
152,1,393.33,961.86,244.04,2.9569
153,1,204.49,343.2,203.35,2.3838
154,1,217.15,597.42,129.19,2.6556
155,1,95.323,299.44,57.639,2.0208
156,1,301.91,748.14,177.47,3.9406
157,1,307.77,676.08,326.41,1.5721
158,1,203.13,377.24,266.33,1.7945
159,1,221.22,800.64,95.364,2.758
160,1,81.96,207.18,76.715,1.6366
161,1,253.54,596.49,161.23,3.97
162,1,120.68,333.51,119.25,1.4046
163,1,225.36,466.8,192.6,3.1541
164,1,123.62,340.13,73.924,3.8251
165,1,171.78,436.58,142.62,1.7169
166,1,137.48,224.63,168.61,4.0683
167,1,159.36,399.19,112.47,1.8421
168,1,179.82,467.53,150.11,3.0114
169,1,190.93,480.77,151.87,1.916
170,1,118.21,215.89,102.29,1.0891
171,1,94.886,267.88,83.371,2.0628
172,1,97.957,231.6,105.9,2.4697
173,1,279.98,627.75,188.48,1.8942
174,1,335.39,608.41,280.45,1.9933
175,1,334.43,803.8,236.75,2.4128
176,1,174.59,318.03,207.82,1.2552
177,1,293.46,655.09,242.81,2.6616
178,1,261.72,680.71,151.69,2.3318
179,1,269.13,499.73,222.2,1.0844
180,1,333.01,657.61,277.35,2.1872
181,1,358.08,1017.7,208.39,0.77229
182,1,705.23,1317.5,785.58,2.1908
183,1,410.22,913.32,281.34,2.0336
184,1,290.31,660.99,287.37,1.3296
185,1,290.29,554.17,295.78,2.1506
186,1,478.99,863.05,541.06,1.0206
187,1,339.52,995.48,156.14,1.0329
188,1,273.77,924.52,142.3,1.213
189,1,498.72,1194.2,523.58,1.1959
190,1,162.25,473.21,73.658,0.87038
191,1,1060.1,1602.1,1212.1,1.0139
192,1,805.01,1567.4,758.19,1.1547
193,1,181.93,481.4,143.47,0.95977
194,1,117.55,278.46,105.72,0.41586
195,1,190.31,409.94,171.81,1.0278
196,1,352.34,754.96,332.43,0.68319
197,1,165.12,455.25,110.93,0.44909
198,1,280.37,650.78,202.3,0.63739
199,1,185.17,539.75,109.57,0.47169
200,2,117.58,263.6,262.11,6.7129
201,2,80.154,307.81,95.421,3.3854
202,2,229.34,537.79,214.07,2.3212
203,2,219.92,470.0,198.89,2.7241
204,2,114.36,306.89,176.46,2.9863
205,2,113.16,273.99,116.41,1.7342
206,2,193.4,549.76,181.98,2.2896
207,2,205.38,413.15,189.94,4.9672
208,2,204.4,470.98,152.45,2.3665
209,2,192.38,622.57,111.21,2.4939
210,2,273.47,565.19,257.13,4.0717
211,2,363.38,652.54,434.72,3.396
212,2,204.18,489.69,171.51,2.5049
213,2,161.87,325.59,182.17,2.8293
214,2,355.08,749.16,312.95,2.6402
215,2,285.33,636.58,270.89,3.2713
216,2,233.25,532.01,204.23,2.8934
217,2,453.49,1130.7,285.34,2.4511
218,2,194.78,442.61,219.23,3.1659
219,2,287.15,625.19,260.37,3.5702
220,2,266.86,616.83,232.0,3.063
221,2,259.05,601.07,205.75,2.5629
222,2,205.35,455.49,205.39,2.943
223,2,318.45,758.83,269.64,3.6115
224,2,399.13,774.58,360.61,2.8031
225,2,340.37,706.0,281.55,3.2829
226,2,253.27,566.87,208.14,2.5424
227,2,184.09,372.89,189.95,2.3666
228,2,205.76,434.0,203.7,2.8971
229,2,223.32,528.94,190.4,3.2886
230,2,306.7,933.4,201.42,3.2844
231,2,321.66,637.38,266.76,3.0488
232,2,261.57,546.38,217.2,3.4606
233,2,215.08,263.71,337.01,4.1248
234,2,114.88,391.01,171.68,3.8952
235,2,166.33,364.9,171.86,1.9122
236,2,390.52,787.83,447.57,3.7448
237,2,214.44,556.87,204.01,3.1497
238,2,258.81,551.26,248.76,2.6571
239,2,231.6,398.11,208.14,2.5644
240,2,153.51,374.13,153.56,2.0114
241,2,190.98,367.06,242.69,2.3248
242,2,140.55,284.35,168.21,1.6101
243,2,120.13,288.9,126.63,2.8217
244,2,343.47,705.86,279.33,3.485
245,2,129.54,311.47,131.14,2.1176
246,2,191.07,319.85,251.87,2.5401
247,2,201.75,437.55,206.94,2.68
248,2,264.22,619.86,201.56,3.0892
249,2,227.89,499.58,199.85,1.8422
250,2,188.16,431.22,177.01,2.9206
251,2,291.84,617.13,248.31,3.1787
252,2,281.05,658.94,231.57,3.1726
253,2,156.84,328.09,169.68,1.7885
254,2,234.2,544.13,197.74,2.5315
255,2,179.96,400.54,175.48,1.4633
256,2,289.72,573.01,303.11,3.9556
257,2,313.6,778.97,289.17,6.5185
258,2,202.03,458.99,210.47,2.8662
259,2,354.54,1001.1,236.52,5.1491
260,2,358.69,843.64,259.98,3.434
261,2,277.95,653.89,225.27,4.3092
262,2,130.98,264.33,151.68,1.9853
263,2,288.85,723.71,209.97,2.3575
264,2,213.14,490.47,194.93,3.4926
265,2,289.24,631.65,226.25,3.8852
266,2,203.39,476.48,189.96,3.1079
267,2,293.16,676.99,218.71,3.2711
268,2,250.32,566.81,213.05,2.7411
269,2,241.92,531.44,223.28,3.5567
270,2,238.68,521.65,247.19,3.6841
271,2,374.17,857.99,262.39,6.8626
272,2,182.34,397.84,171.58,3.7502
273,2,214.41,434.8,205.46,3.1341
274,2,344.76,741.24,297.95,6.9765
275,2,189.4,330.61,237.84,3.8507
276,2,365.58,775.94,309.06,3.2888
277,2,208.49,491.54,176.45,2.5088
278,2,398.35,864.97,349.48,5.464
279,2,321.29,733.27,226.31,3.0842
280,2,182.98,333.03,217.38,2.2861
281,2,192.43,382.46,195.42,1.9862
282,2,134.82,257.15,165.94,2.2821
283,2,247.7,548.98,198.92,3.3055
284,2,182.52,364.95,183.82,5.7195
285,2,196.38,415.64,215.45,3.0684
286,2,215.6,460.17,191.62,5.406
287,2,220.16,497.1,215.05,4.6732
288,2,200.79,454.86,180.33,3.3767
289,2,273.88,608.76,208.78,4.3058
290,2,156.6,349.32,181.5,2.8614
291,2,230.0,472.39,214.14,4.1975
292,2,137.27,255.35,176.72,1.6331
293,2,209.34,489.59,196.63,3.224
294,2,210.24,463.0,175.1,4.4738
295,2,217.31,422.27,246.36,2.9074
296,2,199.06,392.66,253.86,5.9479
297,2,293.29,608.58,273.24,4.9646
298,2,216.13,483.17,185.09,3.9526
299,2,281.45,548.37,320.23,5.1613
300,3,233.32,543.98,252.69,11.373
301,3,225.63,563.11,143.59,10.582
302,3,127.0,330.58,145.2,3.4941
303,3,159.64,380.9,116.07,4.1442
304,3,188.13,550.85,126.29,4.1005
305,3,179.87,345.88,90.237,6.4815
306,3,150.16,282.23,147.48,4.1507
307,3,186.0,429.94,145.91,7.5833
308,3,95.909,289.11,89.875,7.034
309,3,98.921,240.43,96.879,3.7535
310,3,129.23,341.92,101.82,3.005
311,3,233.72,541.48,172.18,2.6943
312,3,249.84,502.93,195.78,1.6134
313,3,158.6,403.33,114.51,2.5944
314,3,350.42,709.38,311.2,2.2759
315,3,260.53,564.57,222.37,1.677
316,3,151.16,316.88,141.92,4.8405
317,3,133.13,211.83,139.75,5.7859
318,3,191.73,444.16,158.59,3.3284
319,3,174.48,248.69,275.09,4.1633
320,3,260.64,363.85,335.91,6.9109
321,3,177.5,270.01,251.72,5.0852
322,3,170.88,341.75,187.8,4.4907
323,3,451.77,1005.5,365.0,6.7415
324,3,173.85,315.16,299.27,4.6177
325,3,175.57,301.27,224.1,5.2463
326,3,142.4,230.31,175.65,2.7576
327,3,317.34,728.18,274.87,2.7321
328,3,236.1,468.44,194.22,2.6459
329,3,206.05,334.19,250.52,3.7392
330,3,203.0,346.56,198.14,1.5379
331,3,284.9,580.05,236.93,5.6677
332,3,144.4,340.11,93.48,4.1585
333,3,95.429,316.64,150.47,3.1395
334,3,136.77,323.19,101.95,4.0658
335,3,108.49,304.55,80.629,2.4752
336,3,215.31,492.58,192.95,4.0838
337,3,166.73,410.23,168.24,2.2404
338,3,278.77,523.79,351.03,5.2714
339,3,175.96,483.53,164.75,4.3618
340,3,174.5,373.86,231.86,3.3922
341,3,185.38,384.11,188.06,3.7174
342,3,215.46,441.91,246.85,3.6361
343,3,231.54,471.36,221.24,4.4067
344,3,201.42,601.39,128.46,2.8928
345,3,121.05,243.43,117.09,2.4213
346,3,262.88,660.62,181.12,5.4849
347,3,238.29,448.45,265.35,3.9749
348,3,101.82,168.24,124.97,2.3652
349,3,841.13,2088.7,450.92,7.8063
350,3,301.33,736.57,182.54,3.387
351,3,244.79,534.71,259.63,3.458
352,3,337.97,829.08,352.2,5.1763
353,3,214.87,464.66,205.39,4.4893
354,3,323.53,774.51,333.97,1.7493
355,3,71.375,213.58,83.897,3.8373
356,3,222.22,461.95,287.79,4.1107
357,3,225.9,493.79,242.64,2.263
358,3,264.69,633.02,189.57,1.3813
359,3,221.02,656.65,165.8,0.71015
360,3,216.32,545.17,161.83,2.642
361,3,319.47,816.58,236.62,1.4532
362,3,203.14,538.58,139.36,0.89746
363,3,268.3,611.69,172.69,0.70952
364,3,106.23,366.01,111.94,3.2988
365,3,138.25,266.58,158.39,2.7861
366,3,266.53,528.55,304.89,3.1308
367,3,174.62,322.29,217.0,2.9487
368,3,183.66,350.21,218.75,2.9989
369,3,404.93,762.16,386.25,1.6483
370,3,160.18,299.03,189.49,2.3233
371,3,132.49,301.71,118.54,5.1471
372,3,225.51,441.9,243.71,3.6147
373,3,126.79,267.48,130.91,3.7873
374,3,174.01,397.89,119.4,4.6284
375,3,198.91,415.72,207.77,3.0298
376,3,225.33,457.75,216.69,2.6269
377,3,142.46,303.19,144.69,3.3665
378,3,153.44,343.78,151.17,2.883
379,3,125.66,236.85,135.14,2.1817
380,3,142.78,314.61,148.04,2.3681
381,3,314.73,467.01,337.35,2.4619
382,3,213.66,349.67,298.76,2.2758
383,3,105.8,271.31,77.444,1.7233
384,3,178.04,343.89,192.71,2.0988
385,3,236.27,438.39,216.37,2.7396
386,3,192.06,306.59,295.12,7.3747
387,3,87.923,260.59,92.628,3.3941
388,3,182.75,281.18,208.46,2.5532
389,3,146.89,247.95,143.3,2.1047
390,3,230.01,378.84,194.4,4.5611
391,3,151.92,228.59,187.2,2.3755
392,3,117.97,229.3,110.37,2.0998
393,3,133.24,310.01,108.28,2.3587
394,3,118.56,216.65,207.58,1.7212
395,3,225.41,448.32,187.26,3.0275
396,3,153.89,327.52,163.31,3.4657
397,3,200.84,326.76,253.89,2.6159
398,3,223.46,514.21,193.43,4.5364
399,3,353.17,758.5,295.8,2.4317
400,4,112.26,315.37,122.85,1.968
401,4,210.68,627.17,148.07,1.8408
402,4,126.67,270.56,104.71,3.285
403,4,105.84,296.67,55.655,1.2346
404,4,268.68,610.06,240.6,2.6794
405,4,592.96,1159.9,469.39,4.857
406,4,309.22,666.64,253.4,6.8677
407,4,357.0,688.06,265.07,4.6976
408,4,71.57,207.36,54.438,1.6748
409,4,244.7,692.29,136.1,3.4671
410,4,214.74,639.89,140.28,4.4138
411,4,96.443,227.1,102.4,1.6224
412,4,247.86,427.11,303.46,2.6007
413,4,163.26,423.88,164.64,1.5345
414,4,140.91,391.1,139.09,1.7688
415,4,165.06,286.23,210.62,2.3186
416,4,132.37,299.29,168.25,2.9158
417,4,170.96,383.78,130.46,1.4491
418,4,177.26,586.96,168.05,1.923
419,4,262.13,550.74,268.48,2.4959
420,4,107.72,266.68,144.3,3.9491
421,4,231.8,544.34,252.31,3.3532
422,4,221.57,546.92,249.38,3.3389
423,4,160.95,345.2,172.24,3.8032
424,4,184.69,520.91,168.19,2.1696
425,4,145.64,281.25,179.64,2.2274
426,4,140.51,416.68,155.06,2.6291
427,4,251.44,427.26,327.82,1.8459
428,4,146.2,350.98,165.68,2.8187
429,4,209.32,553.03,149.07,1.9538
430,4,224.36,727.95,101.75,1.9431
431,4,156.61,527.6,97.834,4.4685
432,4,253.35,646.14,157.09,2.8074
433,4,239.82,783.49,113.83,1.9117
434,4,138.71,504.88,88.959,3.2912
435,4,177.52,629.96,71.965,2.8656
436,4,145.14,415.97,65.539,3.1337
437,4,162.61,445.64,119.82,1.2188
438,4,175.94,537.18,112.64,6.6872
439,4,228.46,609.64,111.65,2.1259
440,4,186.2,402.19,212.76,2.0934
441,4,214.61,527.85,122.05,1.6704
442,4,255.14,480.83,282.36,2.7103
443,4,155.32,480.52,108.19,1.8107
444,4,182.76,489.38,148.45,2.0331
445,4,126.32,318.77,93.533,2.4466
446,4,118.5,359.64,69.444,1.9912
447,4,115.8,417.57,159.37,2.3857
448,4,144.75,330.81,150.37,1.7088
449,4,153.81,497.47,110.47,2.2975
450,4,163.14,408.18,158.72,3.8836
451,4,192.12,461.0,139.01,3.1754
452,4,190.82,383.4,261.14,2.5572
453,4,165.12,336.48,234.0,3.4496
454,4,179.9,337.9,182.82,3.7815
455,4,165.19,289.95,281.71,3.2195
456,4,207.71,502.16,202.19,3.6734
457,4,216.26,467.6,165.73,3.3411
458,4,300.41,649.12,221.28,3.4041
459,4,234.56,421.51,395.57,2.8088
460,4,205.52,338.32,251.43,3.8477
461,4,178.57,375.25,215.34,2.3246
462,4,254.95,425.22,276.94,0.96345
463,4,242.95,481.45,217.48,2.2102
464,4,172.96,384.02,161.03,1.3558
465,4,266.56,478.77,231.19,1.8346
466,4,170.34,385.96,156.22,1.3504
467,4,195.8,412.95,180.39,1.5424
468,4,184.4,406.24,186.99,1.436
469,4,243.16,496.99,247.67,1.7289
470,4,202.05,444.17,163.21,1.9013
471,4,172.61,376.44,198.73,1.8289
472,4,248.07,475.34,263.05,1.1244
473,4,133.27,326.64,116.04,4.6786
474,4,192.1,523.27,180.27,4.6065
475,4,237.6,444.56,255.63,5.3093
476,4,178.96,442.81,178.22,3.0018
477,4,141.14,368.11,117.88,5.2075
478,4,148.67,366.65,112.81,5.024
479,4,181.89,445.86,147.34,4.9213
480,4,129.64,272.89,134.46,4.2828
481,4,166.85,420.22,151.12,11.716
482,4,126.41,330.28,93.767,4.4955
483,4,138.72,355.27,124.2,5.1373
484,4,122.41,277.72,106.35,4.489
485,4,289.52,700.92,223.38,2.4903
486,4,284.09,560.17,220.69,2.6312
487,4,156.15,375.13,112.07,2.4329
488,4,100.09,232.65,55.761,3.8509
489,4,163.45,417.48,108.25,1.7402
490,4,262.69,589.74,194.09,1.9847
491,4,140.18,305.31,114.59,2.945
492,4,200.03,461.84,146.71,1.9054
493,4,84.032,204.26,59.268,1.9176
494,4,472.74,1108.9,375.86,2.4032
495,4,179.96,443.26,127.96,3.1269
496,4,154.48,359.22,161.61,3.4217
497,4,340.52,852.6,160.39,2.8833
498,4,216.38,449.56,242.67,3.1457
499,4,195.22,430.01,234.86,6.4423
