,set,spectral_centroid,rolloff,zecr,flux
331,3,125.61,298.9,160.44,3.3338
332,3,223.52,541.0,182.48,2.6235
333,3,196.46,390.35,211.89,2.0874
334,3,154.77,252.59,136.4,2.6367
335,3,179.51,278.19,207.65,2.04
336,3,136.1,181.1,219.04,1.9389
337,3,145.01,278.51,229.33,2.0247
338,3,208.18,367.0,313.53,3.0565
339,3,67.752,221.04,115.36,1.6185
340,3,184.96,401.14,169.32,1.8768
341,3,222.04,532.89,129.63,4.3989
342,3,239.01,393.88,276.92,3.7985
343,3,249.65,467.2,273.11,2.4596
344,3,147.71,378.39,137.79,3.1685
345,3,147.69,309.31,114.06,1.6952
346,3,154.08,317.93,170.43,1.9793
347,3,209.82,358.47,281.34,3.2656
348,3,94.178,197.22,122.33,1.4853
349,3,171.71,285.37,198.38,2.547
350,3,60.7,171.37,77.822,2.0975
351,3,63.782,152.28,85.021,1.7874
352,3,125.0,195.48,176.14,2.351
353,3,377.26,313.43,332.23,4.4674
354,3,197.21,369.39,181.43,0.49119
355,3,158.01,202.33,224.47,2.1163
356,3,106.27,241.06,87.137,0.91227
357,3,77.307,190.03,78.215,1.1574
358,3,185.89,280.17,258.23,1.8039
359,3,247.1,536.33,253.63,2.6475
360,3,194.3,349.71,205.77,1.7759
361,3,218.31,610.4,112.49,3.541
362,3,170.48,316.19,185.83,3.0609
363,3,99.035,283.89,147.05,5.0398
364,3,102.72,260.27,104.74,1.4107
365,3,204.53,320.83,226.1,2.5696
366,3,183.8,325.71,200.16,3.7319
367,3,128.75,235.9,245.81,2.9059
368,3,135.55,304.83,194.79,1.5702
369,3,135.41,240.0,155.76,2.117
370,3,62.17,165.77,80.625,1.9536
371,3,157.31,210.19,230.32,1.1016
372,3,226.66,292.59,412.98,4.0021
373,3,270.75,349.7,384.72,2.1706
374,3,132.09,217.04,193.63,2.0867
375,3,76.387,144.26,88.107,1.0602
376,3,171.28,365.22,186.48,4.3186
377,3,184.42,373.55,204.64,2.9898
378,3,114.92,409.04,107.08,3.2415
379,3,161.75,435.7,105.67,1.2045
380,3,162.48,278.61,199.94,0.75227
381,3,314.18,535.65,306.78,3.6692
382,3,229.96,489.71,243.7,1.9155
383,3,299.24,594.33,293.82,1.2224
384,3,168.63,258.54,224.36,2.1537
385,3,204.19,263.65,233.03,1.0811
386,3,206.25,362.32,224.86,3.8955
387,3,228.28,510.12,244.02,0.97103
388,3,146.37,273.31,153.47,1.9283
389,3,162.07,262.64,204.8,1.6331
390,3,301.54,672.24,259.52,2.926
391,3,360.78,629.33,380.09,7.4343
392,3,167.69,317.05,182.56,1.7245
393,3,219.93,336.64,251.13,3.9345
394,3,212.65,403.8,164.77,0.65284
395,3,256.06,309.03,313.79,1.4158
396,3,215.08,298.77,243.97,1.5483
397,3,119.33,264.59,116.76,1.0634
398,3,111.44,244.36,111.39,1.0174
399,3,111.44,244.36,111.39,1.0174
400,4,65.857,227.09,71.343,0.89752
401,4,108.91,249.03,162.93,0.47234
402,4,87.187,135.13,118.22,0.9338
403,4,164.65,336.38,244.64,1.1199
404,4,124.87,268.57,145.03,0.53809
405,4,116.79,248.22,122.06,2.0447
406,4,161.79,340.34,189.05,1.35
407,4,231.71,443.32,279.75,2.0736
408,4,159.04,306.4,166.4,1.6057
409,4,218.8,471.02,189.04,1.1574
410,4,161.67,305.39,205.63,1.6126
411,4,231.59,519.95,163.45,0.61504
412,4,238.35,513.17,194.95,1.7395
413,4,203.52,352.67,162.04,2.5806
414,4,206.76,420.13,138.47,2.129
415,4,180.15,468.18,149.02,0.7165
416,4,202.67,510.7,165.75,0.33039
417,4,123.24,348.05,82.982,4.0944
418,4,314.43,722.12,227.77,1.3443
419,4,272.12,575.67,241.06,0.36287
420,4,176.53,366.03,118.13,2.3281
421,4,202.95,438.72,164.52,5.0709
422,4,146.09,255.8,167.89,3.3984
423,4,131.71,333.75,132.51,0.39245
424,4,111.13,244.63,102.94,1.0756
425,4,120.52,229.58,131.89,1.3505
426,4,144.33,318.33,115.54,4.1714
427,4,130.98,254.19,144.28,1.3521
428,4,289.67,598.3,197.77,2.2988
429,4,284.18,524.79,239.24,4.3376
430,4,262.66,557.22,209.21,1.0962
431,4,162.64,370.49,143.38,2.1951
432,4,63.005,149.38,49.372,0.44277
433,4,255.91,550.33,210.3,1.1392
434,4,286.04,496.03,278.53,2.6605
435,4,413.0,796.91,420.18,2.5554
436,4,310.91,726.57,203.57,0.75222
437,4,335.33,569.19,325.94,2.8069
438,4,179.42,374.64,153.6,3.4732
439,4,231.2,484.54,362.37,1.4428
440,4,148.81,328.89,147.14,1.2195
441,4,216.67,414.15,241.81,1.8513
442,4,92.04,180.65,81.207,2.8962
443,4,165.76,425.31,63.033,3.1855
444,4,143.55,282.0,125.45,0.56443
445,4,58.461,93.998,74.012,2.9613
446,4,215.85,502.27,172.24,1.1853
447,4,121.75,279.54,173.12,0.74478
448,4,602.49,1328.9,385.4,7.4316
449,4,469.86,1113.9,279.08,7.0445
450,4,163.48,349.17,108.71,0.48115
451,4,318.4,812.78,333.41,9.1093
452,4,175.8,488.86,243.33,5.4655
453,4,153.24,333.26,111.23,3.3123
454,4,132.31,195.93,239.08,6.1896
455,4,269.48,586.02,149.44,0.6638
456,4,199.53,252.82,201.04,3.946
457,4,260.38,683.1,170.57,1.0965
458,4,122.29,227.56,189.56,0.67807
459,4,131.74,203.93,165.95,3.3269
460,4,171.69,334.81,230.82,2.1696
461,4,177.58,437.01,138.1,2.7449
462,4,316.59,703.58,263.46,4.7655
463,4,38.556,74.304,35.916,0.6451
464,4,146.76,501.65,101.97,0.65294
465,4,52.78,177.01,86.771,2.5705
466,4,90.925,217.18,41.237,2.0002
467,4,311.16,1036.4,79.505,2.9504
468,4,130.08,304.59,103.88,2.3927
469,4,106.43,183.29,159.37,0.7992
470,4,95.567,204.49,124.48,1.8712
471,4,157.13,302.65,159.81,2.5888
472,4,128.62,234.41,133.9,0.66069
473,4,172.48,384.91,137.6,1.2574
474,4,173.52,367.98,146.36,2.4142
475,4,191.08,413.28,199.47,0.53476
476,4,126.11,210.68,162.31,3.1929
477,4,117.53,240.26,100.31,1.9938
478,4,194.46,501.45,63.242,0.25056
479,4,99.017,180.42,145.11,1.0896
480,4,270.65,896.44,114.18,0.53657
481,4,183.1,339.95,170.99,0.59818
482,4,269.28,522.93,282.51,1.1905
483,4,107.87,227.95,57.531,1.3309
484,4,84.137,148.16,66.615,2.0155
485,4,268.49,506.86,232.93,2.4875
486,4,304.29,649.5,258.08,1.5494
487,4,113.97,264.88,98.885,1.1752
488,4,160.38,350.07,123.15,1.7393
489,4,173.2,223.86,180.79,1.0239
490,4,180.54,375.04,220.38,0.54634
491,4,245.76,384.33,282.18,1.7256
492,4,408.81,592.92,552.47,1.8099
493,4,78.662,140.53,137.59,1.4885
494,4,188.22,402.6,210.83,0.50343
495,4,402.94,687.71,510.14,1.4761
496,4,293.4,402.33,363.64,2.6828
497,4,172.96,316.56,183.4,1.1624
498,4,225.66,272.24,340.91,1.3678
499,4,117.7,293.64,103.43,0.20669
